RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IDA_original,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-820,2022,0,0,1,-1,7.417,9.5,10.0,6.9,5.604,6.0,7.583,5.0,7.7,4.3,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Sem limitações,2013,9,Fase 1 (4º ano),-1,1,6.0,reconstruido_2022,False,,False,5,,False
RA-821,2022,0,0,2,-2,6.342,9.0,7.0,7.5,4.886,4.6,6.917,5.0,5.2,4.0,,10.0,2012,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2012,10,Fase 2 (5º e 6º ano),-2,2,4.6,reconstruido_2022,False,,False,5,,False
RA-822,2022,0,0,2,-2,6.922,8.0,8.4,7.5,5.554,6.1,7.083,5.0,6.5,5.7,,10.0,2012,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2012,10,Fase 2 (5º e 6º ano),-2,2,6.1,reconstruido_2022,False,,False,5,,False
RA-823,2022,0,0,2,-2,5.989,10.0,6.0,7.5,5.256,2.9,7.167,5.0,4.0,1.7,,10.0,2012,Menina,2021,Quartzo,Escola Pública,,Ágata,Quartzo,,,,Não,Não atendido,2012,10,Fase 2 (5º e 6º ano),-2,2,2.8,reconstruido_2022,False,,False,5,,False
RA-824,2022,0,0,0,0,6.799,10.0,4.4,6.9,5.624,6.0,7.333,10.0,7.0,5.0,,8.0,2014,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Sem limitações,2014,8,ALFA  (2º e 3º ano),0,0,6.0,reconstruido_2022,False,,False,5,,False
RA-825,2022,0,0,1,-1,7.25,7.5,8.2,6.9,5.666,7.6,7.917,5.0,8.3,6.8,,9.0,2013,Menina,2021,Ametista,Escola Pública,,Topázio,Ametista,,,,Não,Sem limitações,2013,9,Fase 1 (4º ano),-1,1,7.6,reconstruido_2022,False,,False,5,,False
RA-826,2022,0,0,0,0,7.776,9.5,9.6,7.5,5.76,5.4,7.5,10.0,4.3,6.5,,8.0,2014,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,5.4,reconstruido_2022,False,,False,5,,False
RA-827,2022,0,0,2,-2,7.412,9.5,7.0,7.5,5.586,7.6,8.667,5.0,7.7,7.5,,10.0,2012,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Sim,Não atendido,2012,10,Fase 2 (5º e 6º ano),-2,2,7.6,reconstruido_2022,False,,False,5,,False
RA-828,2022,0,0,1,-1,7.139,9.5,7.1,7.5,5.724,6.9,7.833,5.0,7.3,6.5,,9.0,2013,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,6.9,reconstruido_2022,False,,False,5,,False
RA-829,2022,0,0,0,0,8.003,9.0,8.6,7.5,5.73,7.8,7.5,10.0,8.2,7.5,,8.0,2014,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,7.8,reconstruido_2022,False,,False,5,,False
RA-830,2022,0,0,1,-1,7.234,10.0,8.6,7.5,5.64,6.0,7.5,5.0,5.8,6.2,,9.0,2013,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,6.0,reconstruido_2022,False,,False,5,,False
RA-831,2022,0,0,1,-1,7.41,9.5,9.2,7.5,4.966,7.2,7.167,5.0,7.3,7.0,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,7.2,reconstruido_2022,False,,False,5,,False
RA-832,2022,0,0,1,-1,8.179,10.0,9.2,7.5,5.624,8.8,8.833,5.0,8.8,8.8,,9.0,2013,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2013,9,Fase 1 (4º ano),-1,1,8.8,reconstruido_2022,False,,False,5,,False
RA-833,2022,0,0,1,-1,7.791,10.0,9.5,7.5,5.644,7.8,7.583,5.0,8.2,7.5,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,7.8,reconstruido_2022,False,,False,5,,False
RA-834,2022,0,0,1,-1,8.136,9.0,9.0,7.5,5.694,9.0,9.083,5.0,9.2,8.8,,9.0,2013,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.0,reconstruido_2022,False,,False,5,,False
RA-835,2022,0,0,0,0,7.263,6.9,7.3,7.5,5.496,7.4,6.667,10.0,7.6,7.3,,8.0,2014,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,7.5,reconstruido_2022,False,,False,5,,False
RA-836,2022,0,0,1,-1,7.665,8.5,8.3,7.5,5.484,9.2,7.583,5.0,9.0,9.3,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.2,reconstruido_2022,False,,False,5,,False
RA-837,2022,0,0,0,0,8.207,8.5,9.0,7.5,5.47,8.8,7.5,10.0,9.2,8.3,,8.0,2014,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,8.8,reconstruido_2022,False,,False,5,,False
RA-838,2022,0,0,1,-1,7.461,10.0,7.4,7.5,6.076,6.2,9.417,5.0,6.6,5.9,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Sim,Não atendido,2013,9,Fase 1 (4º ano),-1,1,6.3,reconstruido_2022,False,,False,5,,False
RA-839,2022,0,0,1,-1,5.198,,5.1,7.5,,5.4,6.583,5.0,5.8,5.0,,9.0,2013,Menina,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,5.4,ausente,False,,False,4,feature_ausente_sem_imputacao,True
RA-840,2022,0,0,0,0,7.875,9.0,8.2,7.5,5.25,7.8,7.5,10.0,9.6,5.9,,8.0,2014,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,7.8,reconstruido_2022,False,,False,5,,False
RA-841,2022,0,0,2,-2,7.3,8.5,8.5,7.5,5.6,7.2,7.5,5.0,8.6,5.8,,11.0,2011,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2011,11,Fase 2 (5º e 6º ano),-2,2,7.2,reconstruido_2022,False,,False,5,,False
RA-842,2022,0,0,0,0,7.952,7.5,8.3,7.5,3.22,9.1,8.25,10.0,9.1,9.1,,8.0,2014,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,9.1,reconstruido_2022,False,,False,5,,False
RA-843,2022,0,0,0,0,8.538,8.5,9.0,7.5,6.146,9.2,8.417,10.0,9.8,8.5,,8.0,2014,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,9.2,reconstruido_2022,False,,False,5,,False
RA-844,2022,0,0,0,0,6.253,,5.0,8.1,,5.9,8.333,10.0,6.0,5.8,,8.0,2014,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,5.9,ausente,False,,False,4,feature_ausente_sem_imputacao,True
RA-845,2022,0,0,0,0,8.491,10.0,8.8,7.5,5.576,8.7,8.417,10.0,9.1,8.3,,8.0,2014,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,8.7,reconstruido_2022,False,,False,5,,False
RA-846,2022,0,0,0,0,7.412,9.0,7.2,7.5,5.786,5.8,7.917,10.0,7.7,4.0,,7.0,2015,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2015,7,ALFA  (2º e 3º ano),0,0,5.9,reconstruido_2022,False,,False,5,,False
RA-847,2022,0,0,1,-1,6.839,7.9,8.2,4.4,4.456,7.7,7.417,5.0,7.8,7.6,,9.0,2013,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Sem limitações,2013,9,Fase 1 (4º ano),-1,1,7.7,reconstruido_2022,False,,False,5,,False
RA-848,2022,0,0,1,-1,7.488,9.5,7.0,7.5,5.414,8.9,7.833,5.0,9.8,8.1,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.0,reconstruido_2022,False,,False,5,,False
RA-849,2022,0,0,1,-1,7.369,8.5,8.3,7.5,3.056,9.1,7.417,5.0,9.8,8.3,,9.0,2013,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.1,reconstruido_2022,False,,False,5,,False
RA-850,2022,0,0,0,0,7.641,10.0,7.3,7.5,3.176,8.4,7.167,10.0,8.1,8.8,,8.0,2014,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,8.5,reconstruido_2022,False,,False,5,,False
RA-851,2022,0,0,0,0,7.515,9.0,7.9,7.5,3.084,8.3,6.583,10.0,7.9,8.7,,8.0,2014,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,8.3,reconstruido_2022,False,,False,5,,False
RA-852,2022,0,0,0,0,5.666,9.0,6.8,5.0,3.86,2.1,5.5,10.0,2.5,1.8,,7.0,2015,Menina,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não indicado,2015,7,ALFA  (2º e 3º ano),0,0,2.1,reconstruido_2022,False,,False,5,,False
RA-853,2022,0,0,0,0,8.616,10.0,9.6,7.5,5.46,8.5,8.5,10.0,8.8,8.2,,8.0,2014,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,8.5,reconstruido_2022,False,,False,5,,False
RA-854,2022,0,0,0,0,8.098,8.0,9.0,7.5,4.746,9.2,7.167,10.0,9.5,9.0,,8.0,2014,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2014,8,ALFA  (2º e 3º ano),0,0,9.3,reconstruido_2022,False,,False,5,,False
RA-855,2022,0,0,1,-1,8.453,10.0,9.6,7.5,5.63,9.6,9.0,5.0,9.7,9.6,,9.0,2013,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.7,reconstruido_2022,False,,False,5,,False
RA-856,2022,0,0,0,0,8.398,10.0,9.1,7.5,5.68,8.3,8.0,10.0,8.5,8.2,,7.0,2015,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2015,7,ALFA  (2º e 3º ano),0,0,8.4,reconstruido_2022,False,,False,5,,False
RA-857,2022,0,0,1,-1,8.154,8.5,8.9,7.5,5.774,9.4,9.083,5.0,9.6,9.3,,9.0,2013,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido,2013,9,Fase 1 (4º ano),-1,1,9.5,reconstruido_2022,False,,False,5,,False
RA-858,2022,0,0,0,0,7.523,10.0,7.1,5.6,5.364,7.7,7.333,10.0,8.4,6.9,,7.0,2015,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Requer avaliação,2015,7,ALFA  (2º e 3º ano),0,0,7.7,reconstruido_2022,False,,False,5,,False
RA-859,2022,0,0,0,0,8.325,8.5,8.7,7.5,5.55,8.9,8.25,10.0,9.4,8.4,,7.0,2015,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2015,7,ALFA  (2º e 3º ano),0,0,8.9,reconstruido_2022,False,,False,5,,False
RA-860,2022,0,0,0,0,8.136,9.5,8.5,7.5,5.66,8.1,7.75,10.0,8.9,7.2,,7.0,2015,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido,2015,7,ALFA  (2º e 3º ano),0,0,8.1,reconstruido_2022,False,,False,5,,False
RA-861,2023,ALFA,0,0,0,9.31095,9.5,10.0,8.13,8.4375,9.6,8.92,10.0,9.8,9.4,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,9.6,coletado,False,,False,5,,False
RA-862,2023,ALFA,0,1,-1,8.2212,8.5,9.1,8.14,7.5,8.8,8.585,5.0,8.5,9.2,,9.0,2014,Masculino,2023,Topázio,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,8.9,coletado,False,,False,5,,False
RA-863,2023,ALFA,0,0,0,5.92975,0.1,7.6,3.14,5.9375,6.2,6.26,10.0,7.0,5.5,,7.0,2016,Masculino,2023,Quartzo,Pública,,,,,,,,,2016,7,ALFA (1° e 2° ano),0,0,6.3,coletado,False,IAA,False,5,,False
RA-864,2023,ALFA,0,0,0,7.034,0.1,7.6,8.14,7.5,6.2,8.5,10.0,7.0,5.5,,,2015,Feminino,2023,Ametista,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,6.3,coletado,False,IAA,False,5,,False
RA-865,2023,ALFA,0,1,-1,8.1552,8.5,8.7,7.52,7.5,7.4,7.915,5.0,7.3,7.5,,8.0,2014,Masculino,2023,Topázio,Pública,,,,,,,,,2014,9,ALFA (1° e 2° ano),0,1,7.4,coletado,False,,False,5,,False
RA-866,2023,ALFA,0,0,0,7.679,,8.3,8.76,7.5,8.6,8.415,10.0,8.2,8.9,,,2016,Feminino,2023,Ametista,Pública,,,,,,,,,2016,7,ALFA (1° e 2° ano),0,0,8.6,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-867,2023,ALFA,0,0,0,8.6992,9.0,8.6,8.76,7.5,8.8,8.415,10.0,8.7,9.0,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.9,coletado,False,,False,5,,False
RA-868,2023,ALFA,0,0,0,8.63895,10.0,9.5,8.76,7.1875,7.0,8.67,10.0,7.8,6.3,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,7.1,coletado,False,,False,5,,False
RA-869,2023,ALFA,0,0,0,9.2587,9.0,10.0,8.76,8.125,9.6,8.75,10.0,9.8,9.4,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,9.6,coletado,False,,False,5,,False
RA-870,2023,ALFA,0,1,-1,4.909,0.0,8.5,8.76,5.0,1.5,5.165,5.0,2.0,1.0,,9.0,2014,Feminino,2023,Quartzo,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,1.5,coletado,False,IAA,False,5,,False
RA-871,2023,ALFA,0,1,-1,6.8617,9.0,9.5,3.76,4.375,6.9,6.84,5.0,6.8,7.0,,9.0,2014,Masculino,2023,Agata,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,6.9,coletado,False,,False,5,,False
RA-872,2023,ALFA,0,2,-2,5.267,0.1,6.7,2.52,6.25,4.2,8.5,5.0,5.5,3.0,,10.0,2013,Feminino,2023,Quartzo,Pública,,,,,,,,,2013,10,Fase 2 (5° e 6° ano),-2,2,4.3,coletado,False,IAA,False,5,,False
RA-873,2023,ALFA,0,2,-2,7.8012,8.5,9.7,7.52,6.25,7.0,8.67,5.0,7.2,6.8,,,2012,Feminino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),-2,2,7.0,coletado,False,,False,5,,False
RA-874,2023,ALFA,0,2,-2,5.811,0.0,8.2,7.52,6.25,4.8,6.67,5.0,6.3,3.3,,9.0,2013,Masculino,2023,Quartzo,Pública,,,,,,,,,2013,10,Fase 1 (3° e 4° ano),-1,2,4.8,coletado,False,IAA,False,5,,False
RA-875,2023,ALFA,0,1,-1,8.2712,9.5,9.5,7.52,7.5,7.2,9.845,5.0,7.0,7.5,,9.0,2014,Masculino,2023,Topázio,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,7.3,coletado,False,,False,5,,False
RA-876,2023,ALFA,0,0,0,8.6492,10.0,9.4,7.52,7.5,7.5,8.835,10.0,7.3,7.7,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,7.5,coletado,False,,False,5,,False
RA-877,2023,ALFA,0,1,-1,7.4722,9.5,9.5,7.52,5.0,6.8,7.5,5.0,7.5,6.2,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,6.9,coletado,False,,False,5,,False
RA-878,2023,ALFA,0,2,-2,6.24,0.0,9.5,2.52,5.0,8.1,7.34,5.0,8.0,8.2,,10.0,2013,Masculino,2023,Agata,Pública,,,,,,,,,2013,10,Fase 2 (5° e 6° ano),-2,2,8.1,coletado,False,IAA,False,5,,False
RA-879,2023,ALFA,0,1,-1,6.8225,0.0,9.8,2.52,6.875,8.2,8.915,5.0,8.2,8.2,,,2014,Feminino,2023,Agata,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,8.2,coletado,False,IAA,False,5,,False
RA-880,2023,ALFA,0,0,0,6.724,0.1,9.4,2.52,6.25,6.2,8.585,10.0,6.3,6.2,,7.0,2015,Feminino,2023,Agata,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,6.3,coletado,False,IAA,False,5,,False
RA-881,2023,ALFA,0,0,0,7.7322,10.0,8.9,7.52,5.0,7.2,6.25,10.0,7.5,7.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,7.3,coletado,False,,False,5,,False
RA-882,2023,ALFA,0,0,0,6.0092,9.0,8.6,2.52,3.75,4.7,4.16,10.0,4.8,4.5,,8.0,2015,Feminino,2023,Agata,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,4.7,coletado,False,,False,5,,False
RA-883,2023,ALFA,0,0,0,8.5082,9.5,9.7,6.89,6.25,8.3,8.17,10.0,8.0,8.7,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.4,coletado,False,,False,5,,False
RA-884,2023,ALFA,0,0,0,8.4587,9.0,9.7,4.39,6.875,8.8,8.66,10.0,8.4,9.2,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.8,coletado,False,,False,5,,False
RA-885,2023,ALFA,0,0,0,8.8252,9.0,9.8,7.52,7.5,8.7,8.665,10.0,8.5,8.8,,7.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.7,coletado,False,,False,5,,False
RA-886,2023,ALFA,0,0,0,8.6422,8.5,9.4,7.52,7.5,8.1,9.0,10.0,7.6,8.5,,,2016,Feminino,2023,Topázio,Pública,,,,,,,,,2016,7,ALFA (1° e 2° ano),0,0,8.1,coletado,False,,False,5,,False
RA-887,2023,ALFA,0,0,0,8.6718,8.9,8.9,7.52,7.5,8.4,9.09,10.0,7.8,9.0,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.4,coletado,False,,False,5,,False
RA-888,2023,ALFA,0,0,0,8.9182,9.0,10.0,7.52,7.5,8.8,8.83,10.0,8.2,9.3,,,2016,Masculino,2023,Topázio,Pública,,,,,,,,,2016,7,ALFA (1° e 2° ano),0,0,8.8,coletado,False,,False,5,,False
RA-889,2023,ALFA,0,0,0,8.8092,8.5,9.5,6.89,7.5,9.1,9.0,10.0,8.7,9.5,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,9.1,coletado,False,,False,5,,False
RA-890,2023,ALFA,0,0,0,6.989,-0.0,9.1,2.52,6.25,8.3,8.16,10.0,8.0,8.6,,8.0,2015,Masculino,2023,Agata,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.3,coletado,False,IAA,False,5,,False
RA-891,2023,ALFA,0,1,-1,7.8882,9.5,9.5,6.89,7.5,7.5,7.995,5.0,6.2,8.8,,,2014,Feminino,2023,Ametista,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,7.5,coletado,False,,False,5,,False
RA-684,2023,ALFA,0,0,0,7.4277,9.0,8.1,7.52,6.875,6.5,5.84,10.0,8.3,4.7,,8.0,2015,Masculino,2022,Ametista,Privada,,,Topázio,,8.26,,,,2015,8,ALFA (1° e 2° ano),0,0,6.5,coletado,False,,False,5,,False
RA-892,2023,ALFA,0,0,0,8.8112,8.0,9.6,6.89,7.5,8.2,10.0,10.0,8.5,8.0,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.3,coletado,False,,False,5,,False
RA-857,2023,ALFA,0,2,-2,8.1442,8.5,9.0,7.52,7.5,8.4,9.01,5.0,8.7,8.2,,9.0,2013,Feminino,2022,Topázio,Pública,,,Topázio,,8.154,,,,2013,10,Fase 1 (3° e 4° ano),-1,2,8.5,coletado,False,,False,5,,False
RA-893,2023,ALFA,0,1,-1,8.8042,9.5,10.0,7.52,7.5,9.2,10.0,5.0,9.5,9.0,,,2014,Masculino,2023,Topázio,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,9.3,coletado,False,,False,5,,False
RA-894,2023,ALFA,0,1,-1,8.8142,9.5,9.9,7.52,7.5,9.4,10.0,5.0,9.3,9.5,,9.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,9.4,coletado,False,,False,5,,False
RA-690,2023,ALFA,0,2,-2,8.6112,9.0,9.8,6.89,7.5,9.1,10.0,5.0,9.3,8.8,,,2013,Feminino,2022,Topázio,Pública,,,Ametista,,7.541,,,,2013,10,Fase 2 (5° e 6° ano),-2,2,9.1,coletado,False,,False,5,,False
RA-895,2023,ALFA,0,0,0,8.5397,9.5,9.5,7.52,6.875,6.8,9.5,10.0,6.8,6.7,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,6.8,coletado,False,,False,5,,False
RA-896,2023,ALFA,0,0,0,9.0912,9.5,10.0,6.89,7.5,8.5,10.0,10.0,9.0,8.0,,7.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,8.5,coletado,False,,False,5,,False
RA-693,2023,ALFA,0,0,0,9.0112,10.0,9.4,6.89,7.5,8.4,10.0,10.0,8.2,8.7,,,2015,Feminino,2022,Topázio,Pública,,,Ametista,,7.944,,,,2015,8,ALFA (1° e 2° ano),0,0,8.5,coletado,False,,False,5,,False
RA-675,2023,ALFA,0,1,-1,8.3577,10.0,8.0,7.52,6.875,8.2,8.34,5.0,8.5,8.0,,,2014,Masculino,2022,Topázio,Pública,,,Ametista,,7.576,,,,2014,9,ALFA (1° e 2° ano),0,1,8.3,coletado,False,,False,5,,False
RA-850,2023,ALFA,0,1,-1,6.06525,0.1,7.9,6.26,6.5625,7.2,6.265,5.0,6.8,7.7,,9.0,2014,Masculino,2022,Agata,Pública,,,Ametista,,7.641,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,7.3,coletado,False,IAA,False,5,,False
RA-897,2023,ALFA,0,1,-1,5.48225,,8.1,7.52,6.5625,6.5,3.32,5.0,7.2,5.7,,,2014,Masculino,2023,Quartzo,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,6.5,coletado,False,,False,4,feature_ausente_sem_imputacao,True
RA-842,2023,ALFA,0,1,-1,7.2117,9.0,8.5,3.77,5.625,7.8,8.01,5.0,8.2,7.5,,9.0,2014,Feminino,2022,Ametista,Pública,,,Ametista,,7.952,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,7.9,coletado,False,,False,5,,False
RA-898,2023,ALFA,0,1,-1,8.4217,9.0,9.8,3.77,8.125,9.3,10.0,5.0,9.7,9.0,,,2014,Masculino,2023,Topázio,Pública,,,,,,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,9.4,coletado,False,,False,5,,False
RA-899,2023,ALFA,0,0,0,8.8452,10.0,9.8,3.77,7.5,9.4,9.34,10.0,9.3,9.6,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,9.5,coletado,False,,False,5,,False
RA-900,2023,ALFA,0,0,0,8.8947,9.0,9.8,9.38,8.125,7.8,8.67,10.0,8.0,7.5,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,7.8,coletado,False,,False,5,,False
RA-846,2023,ALFA,0,0,0,7.4637,9.5,8.2,3.77,5.625,6.0,8.67,10.0,6.3,5.7,,8.0,2015,Feminino,2022,Ametista,Pública,,,Ametista,,7.412,,,,2015,8,ALFA (1° e 2° ano),0,0,6.0,coletado,False,,False,5,,False
RA-901,2023,ALFA,0,2,-2,7.3112,8.5,8.7,3.77,6.25,7.5,8.595,5.0,7.7,7.3,,10.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,,2012,11,Fase 2 (5° e 6° ano),-2,2,7.5,coletado,False,,False,5,,False
RA-743,2023,ALFA,0,2,-2,6.659,0.1,9.1,3.77,7.5,7.0,9.01,5.0,7.3,6.8,,10.0,2013,Feminino,2022,Agata,Pública,,,Ágata,,6.672,,,,2013,10,Fase 2 (5° e 6° ano),-2,2,7.1,coletado,False,IAA,False,5,,False
RA-681,2023,ALFA,0,2,-2,6.2955,-0.0,7.8,3.77,5.625,8.3,8.18,5.0,8.8,7.8,,10.0,2012,Masculino,2022,Agata,Pública,,,Ametista,,7.204,,,,2012,11,Fase 2 (5° e 6° ano),-2,2,8.3,coletado,False,IAA,False,5,,False
RA-902,2023,ALFA,0,3,-3,5.97345,10.0,9.3,2.52,5.3125,3.9,6.5,2.5,4.5,3.3,,12.0,2011,Masculino,2023,Quartzo,Pública,,,,,,,,,2011,12,Fase 3 (7° e 8° ano),-3,3,3.9,coletado,False,,False,5,,False
RA-903,2023,ALFA,0,0,0,8.5242,10.0,9.6,5.02,7.5,7.8,9.01,10.0,7.7,7.8,,,2015,Feminino,2023,Topázio,Pública,,,,,,,,,2015,8,ALFA (1° e 2° ano),0,0,7.8,coletado,False,,False,5,,False
RA-851,2023,ALFA,0,1,-1,6.1683,8.4,7.5,2.52,5.625,6.5,6.01,5.0,6.8,6.3,,,2014,Masculino,2022,Agata,Pública,,,Ametista,,7.515,,,,2014,9,Fase 1 (3° e 4° ano),-1,1,6.6,coletado,False,,False,5,,False
RA-847,2023,ALFA,0,2,-2,6.5418,7.9,9.1,2.52,5.0,7.5,5.84,5.0,7.5,7.6,,10.0,2013,Masculino,2022,Agata,Pública,,,Ágata,,6.839,,,,2013,10,Fase 2 (5° e 6° ano),-2,2,7.6,coletado,False,,False,5,,False
