RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-984,2023,ALFA,0,ALFA (1° e 2° ano),0,8.8177,8.0,9.8,7.52,6.875,8.3,9.84,10.0,8.3,8.2,,8.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-985,2023,ALFA,0,ALFA (1° e 2° ano),0,7.6247,9.0,9.3,2.52,5.625,6.8,8.5,10.0,7.3,6.2,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-986,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0107,9.5,9.1,2.52,5.625,8.3,8.83,10.0,8.3,8.3,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-987,2023,ALFA,0,ALFA (1° e 2° ano),0,7.6765,0.0,9.8,6.27,6.875,7.3,9.76,10.0,7.5,7.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-988,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.9568,7.9,8.1,7.52,6.25,8.5,9.84,5.0,8.5,8.5,,,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-989,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7242,9.5,8.1,2.52,7.5,8.3,10.01,5.0,8.7,7.8,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-677,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.5257,10.0,8.2,10.0,6.875,8.7,9.84,5.0,9.0,8.3,,9.0,2014,Feminino,2021,Topázio,Pública,,Ametista,Topázio,,8.358,,,
RA-990,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.254,0.0,8.5,7.52,7.5,7.8,10.01,5.0,8.3,7.2,,,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-991,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.7687,10.0,9.1,3.14,6.875,7.7,9.585,5.0,8.0,7.3,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-992,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.2722,9.5,8.2,3.14,5.0,8.0,8.84,5.0,8.2,7.8,,10.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,
RA-703,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.2737,9.5,8.4,3.14,6.875,4.6,6.16,5.0,4.8,4.3,,11.0,2012,Masculino,2021,Agata,Pública,,Quartzo,Ágata,,6.099,,,
RA-993,2023,ALFA,0,ALFA (1° e 2° ano),0,8.7592,9.5,9.8,3.77,7.5,8.6,10.01,10.0,8.5,8.7,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-674,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.6328,7.9,8.5,3.77,5.0,5.2,8.67,5.0,5.3,5.0,,9.0,2014,Masculino,2022,Agata,Pública,,,Ametista,,7.862,,,
RA-994,2023,ALFA,0,ALFA (1° e 2° ano),0,7.4127,9.5,9.4,3.77,5.625,6.0,7.265,10.0,6.2,5.7,,8.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-995,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.4782,9.5,7.9,3.77,6.25,5.1,7.18,5.0,5.3,4.8,,,2012,Feminino,2023,Agata,Pública,,,,,,,,
RA-996,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.1892,10.0,9.2,3.77,7.5,8.6,10.01,5.0,8.7,8.5,,9.0,2014,Masculino,2023,Topázio,Pública,,,,,,,,
RA-997,2023,ALFA,0,ALFA (1° e 2° ano),0,7.5687,7.5,8.7,3.77,5.625,7.1,8.595,10.0,7.2,7.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-998,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,7.9752,9.5,9.3,3.77,7.5,7.9,9.84,5.0,8.0,7.7,,11.0,2012,Feminino,2023,Ametista,Pública,,,,,,,,
RA-999,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.0352,9.0,9.4,3.77,7.5,8.3,9.84,5.0,8.3,8.3,,,2014,Masculino,2023,Topázio,Pública,,,,,,,,
RA-750,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,5.6857,9.5,7.7,3.14,4.375,3.4,6.32,5.0,3.3,3.5,,,2012,Masculino,2019,Quartzo,Pública,Ágata,Ágata,Ágata,,6.344,,,
RA-770,2023,ALFA,0,ALFA (1° e 2° ano),0,6.6785,0.0,8.3,3.77,6.875,5.9,8.92,10.0,6.0,5.7,,,2015,Masculino,2022,Agata,Pública,,,Topázio,,8.143,,,
RA-771,2023,ALFA,0,ALFA (1° e 2° ano),0,7.056,0.0,8.8,3.14,6.25,8.2,8.585,10.0,8.2,8.2,,,2015,Feminino,2022,Ametista,Pública,,,Ametista,,7.873,,,
RA-1000,2023,ALFA,0,ALFA (1° e 2° ano),0,7.9162,8.5,9.4,3.77,6.25,7.0,8.92,10.0,7.0,7.0,,8.0,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-830,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,6.78,0.0,8.9,3.14,6.25,8.3,9.505,5.0,8.3,8.3,,9.0,2013,Feminino,2022,Agata,Pública,,,Ametista,,7.234,,,
RA-1001,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,8.1162,9.0,9.1,7.52,7.5,7.8,9.17,5.0,8.3,7.3,,9.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-1002,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.9012,9.0,9.7,7.52,6.25,7.0,8.92,5.0,7.0,7.0,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1003,2023,ALFA,0,ALFA (1° e 2° ano),0,7.6522,9.0,8.5,7.52,7.5,4.0,8.75,10.0,8.0,0.0,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-835,2023,ALFA,0,ALFA (1° e 2° ano),0,8.2467,8.0,8.5,7.52,6.875,8.7,7.835,10.0,8.5,8.9,,8.0,2014,Masculino,2022,Topázio,Pública,,,Ametista,,7.263,,,
RA-1004,2023,ALFA,0,ALFA (1° e 2° ano),0,8.3137,9.0,9.6,7.52,6.875,7.9,7.42,10.0,6.5,9.2,,8.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-1005,2023,ALFA,0,ALFA (1° e 2° ano),0,8.4252,9.5,7.9,7.52,7.5,8.8,8.165,10.0,8.4,9.2,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-1006,2023,ALFA,0,ALFA (1° e 2° ano),0,8.5922,9.0,9.3,7.52,7.5,8.7,8.0,10.0,8.7,8.6,,8.0,2015,Feminino,2023,Topázio,Pública,,,,,,,,
RA-705,2023,ALFA,0,Fase 2 (5° e 6° ano),-2,6.982,0.0,8.3,6.89,7.5,8.8,8.165,5.0,8.9,8.6,,10.0,2012,Masculino,2022,Agata,Pública,,,Ágata,,6.634,,,
RA-1007,2023,ALFA,0,ALFA (1° e 2° ano),0,8.0782,9.0,7.4,7.52,7.5,8.3,7.68,10.0,8.1,8.5,,,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-1008,2023,ALFA,0,ALFA (1° e 2° ano),0,8.13595,9.0,8.6,7.52,5.9375,8.4,7.5,10.0,7.5,9.2,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-729,2023,ALFA,0,Fase 1 (3° e 4° ano),-1,7.26545,8.0,9.1,3.77,6.5625,8.6,7.01,5.0,8.2,8.9,,,2014,Feminino,2022,Ametista,Pública,,,Topázio,,8.155,,,
RA-1009,2023,ALFA,0,ALFA (1° e 2° ano),0,7.245,0.0,9.0,3.77,7.5,8.8,7.84,10.0,8.3,9.2,,8.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1010,2023,ALFA,0,ALFA (1° e 2° ano),0,8.70645,9.5,10.0,3.77,7.8125,9.4,8.59,10.0,9.0,9.8,,8.0,2015,Masculino,2023,Topázio,Pública,,,,,,,,
RA-1011,2023,ALFA,0,ALFA (1° e 2° ano),0,7.33095,9.5,8.6,3.77,7.1875,5.2,7.675,10.0,5.5,4.8,,,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1012,2023,ALFA,0,ALFA (1° e 2° ano),0,7.96495,10.0,9.9,3.77,7.1875,6.6,7.845,10.0,7.0,6.2,,8.0,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1013,2023,ALFA,0,ALFA (1° e 2° ano),0,7.6237,9.0,9.6,4.39,5.625,8.3,5.76,10.0,7.0,9.5,,7.0,2015,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1014,2023,ALFA,0,ALFA (1° e 2° ano),0,8.2582,9.0,9.7,3.77,7.5,8.2,8.255,10.0,7.7,8.7,,,2016,Feminino,2023,Topázio,Pública,,,,,,,,
RA-1015,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.538908333,10.0,9.3,6.27,7.34375,6.3,7.786666667,5.0,5.0,7.6,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-734,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.305908333,8.5,8.0,7.52,7.34375,6.9,7.446666667,5.0,6.8,7.0,,11.0,2012,Feminino,2022,Ametista,Pública,,,Ágata,,6.952,,,
RA-687,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.617533333,8.0,9.0,7.52,7.5,6.9,8.226666667,5.0,6.7,7.0,,10.0,2013,Masculino,2022,Ametista,Pública,,,Ametista,,7.703,,,
RA-1016,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.762575,10.0,9.5,7.52,7.34375,6.7,7.73,5.0,5.8,7.5,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1017,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.505333333,0.0,8.0,5.02,7.5,7.7,8.116666667,5.0,7.0,8.3,,,2012,Masculino,2023,Agata,Pública,,,,,,,,
RA-688,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.0442,8.5,9.3,7.52,7.5,8.6,8.06,5.0,8.2,9.0,,10.0,2013,Masculino,2022,Topázio,Pública,,,Ametista,,7.771,,,
RA-1018,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.824,0.0,8.5,5.02,7.5,6.3,8.06,10.0,5.8,6.8,,,2013,Masculino,2023,Agata,Pública,,,,,,,,
RA-696,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.172666667,0.0,9.4,5.02,7.5,6.7,8.503333333,10.0,5.2,8.2,,,2013,Feminino,2021,Ametista,Pública,,Ametista,Ametista,,7.441,,,
RA-1019,2023,FASE 1,1,ALFA (1° e 2° ano),1,7.177033333,7.5,9.1,5.02,6.875,4.3,7.836666667,10.0,0.5,8.0,,8.0,2015,Feminino,2023,Ametista,Pública,,,,,,,,
RA-514,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,5.823133333,7.9,7.5,2.52,5.0,5.5,5.896666667,5.0,4.2,6.8,,,2013,Feminino,2022,Quartzo,Pública,,,Ametista,,7.039,,,
RA-1020,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.612283333,10.0,9.1,2.52,7.1875,6.1,8.056666667,10.0,4.3,7.8,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1021,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.964616667,8.0,9.2,3.77,7.1875,3.3,7.893333333,10.0,2.5,4.0,,,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-1022,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.164616667,8.5,8.5,3.77,7.1875,4.7,7.893333333,10.0,4.7,4.7,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1023,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,9.1342,10.0,10.0,6.27,8.75,9.1,9.06,10.0,8.5,9.7,,,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-699,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.389991667,8.5,8.3,3.77,5.78125,6.0,6.173333333,5.0,5.7,6.2,,10.0,2013,Masculino,2022,Agata,Pública,,,Ágata,,6.658,,,
RA-480,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.226408333,10.0,9.7,7.52,7.96875,7.9,8.336666667,5.0,7.2,8.5,,11.0,2012,Feminino,2021,Topázio,Pública,,Ametista,Ametista,,7.502,,,
RA-678,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.570158333,8.0,8.8,6.27,7.65625,7.3,8.336666667,5.0,6.8,7.7,,10.0,2013,Masculino,2022,Ametista,Pública,,,Ametista,,8.0,,,
RA-1024,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.788875,0.0,10.0,6.27,9.21875,9.8,8.95,5.0,10.0,9.5,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-502,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.749075,8.5,9.8,7.52,7.96875,8.0,8.95,10.0,6.7,9.3,,9.0,2014,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Topázio,,8.287,,,
RA-1025,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.215158333,8.5,8.9,7.52,7.65625,7.5,7.836666667,10.0,7.5,7.5,,9.0,2013,Masculino,2023,Topázio,Pública,,,,,,,,
RA-680,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.5855,0.0,9.1,7.52,6.875,6.4,7.78,5.0,5.2,7.5,,,2012,Feminino,2019,Agata,Pública,Ametista,Ametista,Ametista,,7.518,,,
RA-1026,2023,FASE 1,1,Fase 4 (9° ano),-3,6.494825,8.5,9.8,7.52,6.40625,3.2,7.06,2.5,2.3,4.0,,,2009,Feminino,2023,Agata,Pública,,,,,,,,
RA-698,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.553616667,8.5,9.9,2.52,7.1875,5.7,8.113333333,10.0,4.3,7.0,,9.0,2013,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.44,,,
RA-533,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.434866667,9.0,9.3,7.52,7.5,5.8,7.613333333,5.0,4.8,6.7,,,2012,Masculino,2022,Ametista,Pública,,,Ágata,,6.962,,,
RA-504,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.299533333,8.0,8.3,7.52,7.5,7.9,8.836666667,10.0,6.5,9.2,,9.0,2013,Feminino,2021,Topázio,Pública,,Topázio,Topázio,,8.072,,,
RA-1027,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.748866667,9.5,9.7,7.52,7.5,6.0,8.333333333,5.0,4.2,7.7,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-529,2023,FASE 1,1,Fase 3 (7° e 8° ano),-2,7.278991667,8.0,9.6,7.52,5.78125,6.8,6.893333333,5.0,4.8,8.7,,,2010,Masculino,2020,Ametista,Pública,Ágata,Ametista,Ágata,,6.51,,,
RA-1028,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.415708333,0.0,9.2,7.52,7.34375,5.0,7.946666667,5.0,5.0,5.0,,11.0,2012,Masculino,2023,Agata,Pública,,,,,,,,
RA-686,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.9642,8.5,9.0,7.52,7.5,8.0,8.56,5.0,7.3,8.7,,10.0,2013,Feminino,2022,Ametista,Pública,,,Ametista,,7.729,,,
RA-1029,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.058533333,10.0,6.3,3.77,7.5,5.4,8.006666667,10.0,3.5,7.2,,9.0,2014,Feminino,2023,Ametista,Pública,,,,,,,,
RA-1030,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.4027,8.5,9.7,3.77,6.875,6.9,8.39,5.0,6.2,7.5,,,2012,Masculino,2023,Ametista,Pública,,,,,,,,
RA-522,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.890533333,7.5,9.2,7.52,7.083333333,8.3,8.45,5.0,8.3,8.2,,,2013,Masculino,2021,Ametista,Pública,,Topázio,Topázio,,8.306,,,
RA-501,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.1357,7.0,8.4,7.52,8.541666667,8.9,9.396666667,5.0,9.2,8.5,,10.0,2013,Masculino,2021,Topázio,Pública,,Topázio,Ametista,,7.794,,,
RA-692,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.588466667,7.4,7.7,7.52,6.666666667,4.6,7.39,5.0,2.8,6.3,,10.0,2013,Feminino,2021,Agata,Privada,,Ametista,Ametista,,7.569,,,
RA-527,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.5682,9.0,9.1,7.52,7.5,6.5,7.78,5.0,5.7,7.2,,,2013,Feminino,2022,Ametista,Pública,,,Ametista,,8.025,,,
RA-1031,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.0602,8.0,8.8,7.52,6.666666667,5.9,7.006666667,5.0,4.8,7.0,,10.0,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1032,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.434033333,8.5,9.5,7.52,7.291666667,6.0,7.563333333,5.0,5.7,6.2,,,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1033,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.126033333,9.0,8.9,7.52,8.125,7.9,9.006666667,5.0,7.0,8.8,,,2012,Feminino,2023,Topázio,Pública,,,,,,,,
RA-1034,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.9642,7.5,9.0,7.52,8.333333333,8.3,8.393333333,5.0,7.8,8.7,,10.0,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1035,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.888833333,0.0,8.3,7.52,7.708333333,5.8,7.78,10.0,4.0,7.5,,9.0,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-730,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.979325,10.0,8.7,5.02,9.53125,7.8,8.67,5.0,7.8,7.7,,10.0,2012,Feminino,2021,Ametista,Privada,,Ametista,Ametista,,7.902,,,
RA-855,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.62995,9.5,10.0,7.52,8.4375,6.8,8.67,10.0,5.2,8.3,,9.0,2013,Feminino,2022,Topázio,Pública,,,Topázio,,8.453,,,
RA-820,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.85605,7.9,7.4,7.52,9.0625,8.9,8.28,5.0,9.2,8.5,,10.0,2013,Masculino,2022,Ametista,Pública,,,Ametista,,7.417,,,
RA-738,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.123283333,8.0,9.3,7.52,8.4375,6.0,8.336666667,10.0,4.2,7.8,,,2014,Feminino,2022,Topázio,Pública,,,Ametista,,7.227,,,
RA-1036,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.970583333,0.0,9.6,3.77,9.0625,8.0,8.336666667,5.0,9.0,7.0,,11.0,2012,Feminino,2023,Agata,Pública,,,,,,,,
RA-1037,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.655575,9.0,8.4,7.52,8.59375,6.7,8.17,5.0,5.0,8.3,,10.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,
RA-576,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.984741667,9.0,9.3,5.02,9.21875,8.0,8.503333333,5.0,6.5,9.5,,11.0,2012,Feminino,2022,Ametista,Pública,,,Ametista,,7.59,,,
RA-1038,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.736825,8.0,9.3,7.52,8.90625,6.5,8.17,5.0,7.5,5.5,,10.0,2013,Feminino,2023,Ametista,Privada,,,,,,,,
RA-1039,2023,FASE 1,1,Fase 3 (7° e 8° ano),-2,7.686033333,8.0,9.9,7.52,8.125,6.2,8.056666667,5.0,6.0,6.3,,,2011,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1040,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.81545,10.0,9.3,7.52,7.8125,6.6,8.06,5.0,5.8,7.3,,,2011,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1041,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.724116667,10.0,7.2,7.52,7.8125,3.3,8.003333333,5.0,1.8,4.7,,10.0,2013,Feminino,2023,Agata,Pública,,,,,,,,
RA-733,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.3342,10.0,8.7,7.52,8.333333333,6.2,8.893333333,10.0,4.3,8.0,,9.0,2013,Feminino,2022,Topázio,Pública,,,Ágata,,6.684,,,
RA-837,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.2712,9.0,9.3,7.52,7.916666667,7.0,7.836666667,10.0,6.3,7.7,,,2014,Masculino,2022,Topázio,Pública,,,Topázio,,8.207,,,
RA-519,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.0177,9.0,9.9,7.52,7.708333333,7.4,8.223333333,5.0,7.5,7.2,,10.0,2013,Masculino,2022,Topázio,Pública,,,Ametista,,8.0,,,
RA-521,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.768666667,0.0,9.9,3.77,7.083333333,7.9,8.166666667,5.0,7.0,8.7,,,2013,Masculino,2022,Agata,Pública,,,Ametista,,7.725,,,
RA-1042,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,5.331166667,0.0,6.5,3.77,7.708333333,4.3,7.666666667,5.0,4.0,4.5,,,2013,Masculino,2023,Quartzo,Pública,,,,,,,,
RA-713,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.408033333,8.0,9.6,3.77,6.875,7.5,8.166666667,5.0,6.7,8.2,,10.0,2013,Masculino,2021,Ametista,Pública,,Ametista,Ametista,,7.42,,,
RA-736,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.600033333,8.5,9.5,6.27,7.708333333,6.7,8.11,5.0,4.8,8.5,,10.0,2012,Masculino,2022,Ametista,Pública,,,Ágata,,6.707,,,
RA-1043,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.5447,10.0,7.9,6.27,7.708333333,2.5,7.833333333,5.0,2.0,3.0,,10.0,2013,Masculino,2023,Agata,Pública,,,,,,,,
RA-716,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.813366667,9.0,8.7,3.77,6.875,5.6,7.443333333,5.0,5.0,6.2,,10.0,2013,Masculino,2022,Agata,Pública,,,Ágata,,6.525,,,
RA-1044,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.629533333,8.0,9.7,7.52,7.5,6.1,8.336666667,5.0,4.5,7.7,,10.0,2013,Feminino,2023,Ametista,Pública,,,,,,,,
RA-745,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.668366667,9.5,9.3,3.77,8.125,7.0,8.893333333,5.0,5.7,8.2,,,2013,Masculino,2021,Ametista,Privada - Programa de Apadrinhamento,,Topázio,Ametista,,7.382,,,
RA-717,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.633833333,0.0,8.5,7.52,8.125,5.9,8.446666667,5.0,5.5,6.3,,11.0,2012,Feminino,2021,Agata,Pública,,Ametista,Ágata,,6.832,,,
RA-718,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.166866667,9.5,9.1,3.77,7.916666667,7.8,8.39,10.0,6.3,9.2,,,2014,Feminino,2022,Topázio,Pública,,,Topázio,,8.093,,,
RA-721,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.683366667,8.5,9.5,7.52,8.125,8.4,8.443333333,10.0,7.5,9.3,,9.0,2014,Feminino,2021,Topázio,Pública,,Topázio,Ametista,,7.973,,,
RA-746,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.517166667,0.0,8.0,3.77,6.875,7.2,7.113333333,10.0,6.0,8.3,,,2014,Masculino,2022,Agata,Pública,,,Ametista,,7.656,,,
RA-1045,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.089033333,9.5,9.4,7.52,7.708333333,7.9,8.28,5.0,6.8,9.0,,11.0,2012,Feminino,2023,Topázio,Pública,,,,,,,,
RA-483,2023,FASE 1,1,Fase 3 (7° e 8° ano),-2,6.3972,9.0,6.0,2.52,7.916666667,5.6,8.166666667,5.0,5.0,6.2,,12.0,2011,Feminino,2019,Agata,Pública,Ametista,Ágata,Quartzo,,5.263,,,
RA-1046,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.835833333,0.0,8.5,3.77,8.541666667,6.3,8.223333333,10.0,6.3,6.3,,9.0,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-1047,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,7.848366667,10.0,8.5,3.77,8.125,6.9,7.893333333,10.0,5.8,8.0,,9.0,2014,Masculino,2023,Ametista,Pública,,,,,,,,
RA-570,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.781033333,8.5,7.3,3.77,8.125,5.9,8.056666667,5.0,5.7,6.0,,,2012,Feminino,2019,Agata,Pública,Topázio,Ágata,Quartzo,,5.722,,,
RA-1048,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.811366667,8.5,9.5,3.77,8.541666667,8.2,8.5,5.0,7.5,8.8,,10.0,2013,Feminino,2023,Ametista,Privada,,,,,,,,
RA-1049,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.443366667,10.0,7.7,7.52,8.125,6.3,7.943333333,5.0,5.5,7.0,,10.0,2013,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1050,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.764366667,9.0,9.2,6.27,8.125,7.2,8.223333333,5.0,6.2,8.2,,11.0,2012,Masculino,2023,Ametista,Pública,,,,,,,,
RA-1051,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,8.534866667,8.5,8.9,6.27,8.75,8.4,8.613333333,10.0,7.0,9.8,,9.0,2014,Feminino,2023,Topázio,Pública,,,,,,,,
RA-707,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,6.518,0.0,9.8,3.77,7.916666667,6.5,7.946666667,5.0,5.5,7.5,,,2012,Feminino,2020,Agata,Pública,Ametista,Ágata,Ametista,,7.679,,,
RA-1052,2023,FASE 1,1,Fase 1 (3° e 4° ano),0,6.960333333,0.0,9.0,7.52,7.916666667,5.3,7.833333333,10.0,5.0,5.5,,,2014,Masculino,2023,Agata,Pública,,,,,,,,
RA-580,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,8.4712,8.5,9.8,7.52,8.75,9.0,8.67,5.0,8.7,9.3,,11.0,2012,Feminino,2020,Topázio,Pública,Topázio,Ametista,Ametista,,7.525,,,
RA-581,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.7167,8.0,9.8,7.52,6.458333333,7.9,7.393333333,5.0,7.0,8.8,,11.0,2012,Masculino,2019,Ametista,Pública,Ametista,Ametista,Ágata,,6.464,,,
RA-735,2023,FASE 1,1,Fase 2 (5° e 6° ano),-1,7.184,0.0,9.0,7.52,8.333333333,8.1,8.393333333,5.0,7.7,8.5,,11.0,2012,Feminino,2021,Ametista,Pública,,Ametista,Ametista,,7.485,,,
